GeneSymbol	Macs_IFN_B1a_Macs_IFN_y	Macs_IL_10	Macs_IL_4_Macs_IL_13	DCs_IFN_B1a	DCs_IFN_B1a_DCs_IFN_y	DCs_IL_10	Monos_IFN_B1a_Monos_IFN_y	Monos_IL_10	Monos_IL_4_Monos_IL_13	PMNs_IFN_B1a	PMNs_IFN_B1a_PMNs_IFN_y	PMNs_IL_4_PMNs_IL_13
PNKD	123.166666666667	436.666666666667	140.166666666667	45.6666666666667	65.1666666666667	139	31	152.666666666667	28.8333333333333	18.3333333333333	26.6666666666667	23.8333333333333
SEPW1	88.1666666666667	174.333333333333	98.1666666666667	29.3333333333333	47.3333333333333	51.3333333333333	12.1666666666667	14.6666666666667	8	2	4.66666666666667	3.16666666666667
SLC16A10	42.1666666666667	315	60	4.33333333333333	7	85	7	69.3333333333333	4.66666666666667	0.333333333333333	0.5	0.166666666666667
HEG1	90.1666666666667	175.333333333333	37	77	59.8333333333333	84.3333333333333	31.6666666666667	18	10.6666666666667	3.33333333333333	2.83333333333333	2.16666666666667
SEMA4B	45.3333333333333	144.333333333333	58.3333333333333	11	13.5	47	1.33333333333333	32.3333333333333	3.5	8	18.5	9.16666666666667
STOM	229.833333333333	715.333333333333	181.166666666667	226.666666666667	254	281.333333333333	45	351	20.5	90.3333333333333	70.3333333333333	24.3333333333333
TLR8	179.166666666667	459	82	38.3333333333333	55.5	172	26.8333333333333	129.333333333333	11.5	20.6666666666667	56	18
EEPD1	34.6666666666667	66.6666666666667	91.1666666666667	2.66666666666667	8.83333333333333	18	6.5	8.33333333333333	28.5	13.3333333333333	19.1666666666667	64.3333333333333
ELK3	22.6666666666667	44	46	5	8.5	6.33333333333333	11.8333333333333	20	11.8333333333333	4.66666666666667	4.83333333333333	13.5
IL3RA	137.333333333333	200.333333333333	252.5	47.3333333333333	77.5	76	43.8333333333333	34	80.1666666666667	5.33333333333333	8.5	33.5
PFKFB4	10.8333333333333	21	25.5	4.66666666666667	7	8	0.833333333333333	1	0.666666666666667	1.66666666666667	1.83333333333333	2
SLC1A4	27.6666666666667	46	74	45.3333333333333	55.8333333333333	41.6666666666667	42	32	40	4.33333333333333	5.66666666666667	19.3333333333333
SLC26A6	6.5	9	27.5	12.3333333333333	14.1666666666667	14.6666666666667	4.33333333333333	3	2.16666666666667	0.333333333333333	0.833333333333333	8.33333333333333
SLC5A3	36.3333333333333	77.3333333333333	121.833333333333	16	26.6666666666667	73.6666666666667	20	14	80.8333333333333	2.33333333333333	4	5
SLFN11	19.8333333333333	20.6666666666667	22.8333333333333	12.3333333333333	18.5	10.3333333333333	5	3.33333333333333	4.66666666666667	0.333333333333333	0.666666666666667	1.16666666666667
TGM2	25.1666666666667	45.6666666666667	206.666666666667	14.3333333333333	30.3333333333333	49.6666666666667	3.33333333333333	3.33333333333333	6.5	5.33333333333333	4.33333333333333	81.8333333333333
TMEM52B	5	11.3333333333333	29.1666666666667	1.66666666666667	2.5	3.33333333333333	8.66666666666667	6.66666666666667	16.8333333333333	6.66666666666667	8.66666666666667	20.5
CD1D	4.16666666666667	8	9	0.666666666666667	0.666666666666667	1	1.33333333333333	0.333333333333333	2	0	0.166666666666667	1.16666666666667
KCNK6	8.83333333333333	16	38.1666666666667	15.3333333333333	27.5	34.6666666666667	0.666666666666667	0.666666666666667	1	1	2.83333333333333	9.66666666666667
SNAI3	3.33333333333333	5.66666666666667	34.5	5.33333333333333	14	13	0.333333333333333	0.666666666666667	0.166666666666667	0.333333333333333	1	5.33333333333333
UGP2	138.333333333333	255.666666666667	341	127.666666666667	188.5	273	24.5	26	98.3333333333333	18.3333333333333	25	171.666666666667
DRAP1	31.8333333333333	33.6666666666667	28	71.3333333333333	67	53.3333333333333	16.1666666666667	10	11.1666666666667	27.6666666666667	17.3333333333333	7.5
NR4A3	4	2.33333333333333	3.5	129	82.3333333333333	29.6666666666667	58.1666666666667	28	27.5	20	25	14.8333333333333
RBMS2	11.6666666666667	13.3333333333333	9.5	45.3333333333333	39	32	2.66666666666667	1.66666666666667	1	1.33333333333333	0.833333333333333	22.8333333333333
APOBEC3G	24.1666666666667	6.33333333333333	4.33333333333333	49.6666666666667	37.1666666666667	6	14.3333333333333	3.33333333333333	1	48.3333333333333	33.6666666666667	7.33333333333333
IFIH1	88.3333333333333	16	11.1666666666667	252	166.666666666667	27.3333333333333	135.5	42	51.8333333333333	205.666666666667	165	34.1666666666667
JUP	60	31.6666666666667	27.8333333333333	157.333333333333	114.333333333333	30.6666666666667	38.3333333333333	12	14.6666666666667	27.6666666666667	17.5	6.5
KIAA0226	118	68.3333333333333	44	189	144.333333333333	62	55.3333333333333	13.6666666666667	13	39.6666666666667	23.5	3.5
LGALS3BP	13.1666666666667	5.66666666666667	3.5	28.6666666666667	21.1666666666667	8.33333333333333	8.66666666666667	6.33333333333333	3.33333333333333	3.33333333333333	3.16666666666667	2.33333333333333
SSB	31.1666666666667	28.3333333333333	19	78.6666666666667	59	21.6666666666667	18.5	7.33333333333333	10	10	6.16666666666667	1.83333333333333
TMEM110	32.5	29	18.3333333333333	66.3333333333333	49.8333333333333	20.3333333333333	11.3333333333333	8.33333333333333	6.16666666666667	3.66666666666667	2.66666666666667	1.66666666666667
APOL4	21	3	4.66666666666667	14.3333333333333	49.8333333333333	26	1.66666666666667	0	0	0	1.16666666666667	0.166666666666667
ASPHD2	9	4.66666666666667	4.83333333333333	13.6666666666667	21.8333333333333	3.33333333333333	1.16666666666667	0.333333333333333	0.333333333333333	4	3.5	1.16666666666667
CBR1	61.8333333333333	29.6666666666667	23.5	173	130.833333333333	59	6.66666666666667	2.66666666666667	3.83333333333333	3.66666666666667	2.16666666666667	1
GRIN3A	8.16666666666667	1.33333333333333	0.666666666666667	11.6666666666667	13.6666666666667	5	0	0	0	0.333333333333333	0.333333333333333	0
LAP3	53.3333333333333	32	9.5	75	81.3333333333333	48	42.8333333333333	8	4.16666666666667	44.3333333333333	30.3333333333333	2
MARCH1	81.5	242	75.6666666666667	162.666666666667	181.5	373	2.83333333333333	51	2.16666666666667	2	1.5	1.16666666666667
PMPCA	10.3333333333333	16.3333333333333	9.33333333333333	10	18.1666666666667	34	9.33333333333333	6.66666666666667	7.83333333333333	1	1	1.5
SLC1A3	12.5	43.6666666666667	21.3333333333333	14	15	64.6666666666667	30.6666666666667	20.3333333333333	19.3333333333333	1.66666666666667	1	2.5
TUBB3	2.66666666666667	17.3333333333333	2.5	12.6666666666667	15.1666666666667	79	0.333333333333333	0.666666666666667	0	0.333333333333333	0.5	0
IL21R	26.8333333333333	107	47.6666666666667	12	27.6666666666667	121.666666666667	1.16666666666667	1.33333333333333	0.666666666666667	1.66666666666667	2.66666666666667	2.66666666666667
RBBP6	51	49.3333333333333	36.8333333333333	57	54.1666666666667	31.3333333333333	102.833333333333	48	65.5	76	53.5	18.1666666666667
TMEM255A	8.33333333333333	10.3333333333333	6.16666666666667	10.3333333333333	14.1666666666667	18.3333333333333	27.6666666666667	12	10.3333333333333	1	1.33333333333333	1
PLSCR1	76.3333333333333	109.333333333333	37.3333333333333	76	51.5	35.3333333333333	213.333333333333	129.333333333333	54.8333333333333	147.666666666667	110.166666666667	33.5
APOL6	217	24.6666666666667	20	273	255	41.3333333333333	332.5	97.6666666666667	66.5	298.666666666667	266.333333333333	24.5
GCH1	187.833333333333	31.3333333333333	14	169.333333333333	135.5	7	812.166666666667	337.333333333333	314.333333333333	171	158.666666666667	55.3333333333333
IL15	7	1.66666666666667	0.833333333333333	11.6666666666667	13	3	19.8333333333333	4.66666666666667	4.33333333333333	0.333333333333333	0.5	0.5
IL15RA	16.1666666666667	0.666666666666667	0.5	26.6666666666667	21.8333333333333	0.666666666666667	75.5	10	14.8333333333333	9.66666666666667	8.66666666666667	1.5
IRG1	6	0	0.666666666666667	3.66666666666667	3.83333333333333	1	935.666666666667	356.333333333333	368.666666666667	24.6666666666667	52.5	11.5
ISG20	34.8333333333333	3.33333333333333	4.33333333333333	59.3333333333333	31.3333333333333	1.33333333333333	363.833333333333	53.6666666666667	55	460.666666666667	326.5	63
MTHFD2L	4	4	2.16666666666667	2.33333333333333	2.66666666666667	2.33333333333333	163.5	61	48	2	3.16666666666667	3.33333333333333
ARNT2	2.5	17	0.5	0.666666666666667	0.833333333333333	8.66666666666667	9	46.6666666666667	5	0.333333333333333	0.166666666666667	0
KRT17	1	1	2.83333333333333	1.33333333333333	1.33333333333333	5	12	22.6666666666667	2.66666666666667	1.66666666666667	4.16666666666667	1.5
TNFRSF21	1.83333333333333	8	12	6.33333333333333	9.5	12	8.5	115.333333333333	5.16666666666667	0.666666666666667	0.833333333333333	0
TNIP3	103.333333333333	400	111.666666666667	29.3333333333333	36.5	252.333333333333	199.166666666667	778.666666666667	154.833333333333	4.66666666666667	5.16666666666667	5.16666666666667
ACPP	3.5	14.3333333333333	6.16666666666667	6	7.33333333333333	17.6666666666667	3	35.3333333333333	2.5	1.66666666666667	1.83333333333333	2
ADRB2	3.5	11.3333333333333	2.66666666666667	2	2.33333333333333	1.33333333333333	26	47	13	1.33333333333333	2.5	1.83333333333333
CASP5	12.5	46	4.66666666666667	0.666666666666667	1.66666666666667	6.66666666666667	5.83333333333333	61.3333333333333	2.5	14.6666666666667	14.8333333333333	4.66666666666667
SLAMF1	13.5	44	10.1666666666667	9.33333333333333	9.16666666666667	50	6.33333333333333	113.333333333333	20.3333333333333	1	1.33333333333333	5.33333333333333
SPATA13	4.16666666666667	13.6666666666667	5.66666666666667	4.33333333333333	4.66666666666667	6.33333333333333	5.83333333333333	37	5.5	12.6666666666667	10.3333333333333	7.33333333333333
STON2	1	3.66666666666667	0.5	0	0.166666666666667	0.666666666666667	12.6666666666667	33.6666666666667	3.83333333333333	0.333333333333333	1	0.5
DHRS9	6.33333333333333	5.33333333333333	3.5	5.66666666666667	11.5	8.66666666666667	17.5	12	36.1666666666667	27	22.6666666666667	22.5
GADD45A	2	10.3333333333333	6.16666666666667	5	8.5	15.6666666666667	25.6666666666667	37.6666666666667	67.6666666666667	2.66666666666667	4	21.6666666666667
IGSF3	0.166666666666667	0.333333333333333	0.333333333333333	0.333333333333333	0.5	0.666666666666667	10.1666666666667	1.66666666666667	82.6666666666667	0	0.5	15.8333333333333
MMP1	7	19.3333333333333	29.6666666666667	0	1.16666666666667	0.333333333333333	38.1666666666667	34.6666666666667	71.8333333333333	0.666666666666667	0.666666666666667	1.66666666666667
PKD2	10.1666666666667	18.6666666666667	23	9.66666666666667	14.3333333333333	14	7.5	8.33333333333333	42.8333333333333	1.66666666666667	1.5	2.83333333333333
PRNP	28.1666666666667	55.6666666666667	46.1666666666667	30	48.8333333333333	58	115.833333333333	106.333333333333	168.333333333333	11.3333333333333	19.8333333333333	65.1666666666667
PTGIR	32.3333333333333	71.6666666666667	45.3333333333333	19	22.8333333333333	52.6666666666667	33.3333333333333	28.6666666666667	75	3.66666666666667	4.33333333333333	21.1666666666667
SEMA3C	29.3333333333333	61.6666666666667	57	18	42	38.3333333333333	40	51	109.333333333333	0.666666666666667	1.83333333333333	2.5
SLC4A7	8.16666666666667	26	33.3333333333333	10.6666666666667	14.6666666666667	20	9.33333333333333	5.66666666666667	43.3333333333333	0.333333333333333	0.666666666666667	3.16666666666667
STXBP5-AS1	6.5	12	8.16666666666667	0.333333333333333	3.66666666666667	5.33333333333333	3	3.66666666666667	41.3333333333333	1.66666666666667	2.83333333333333	3.5
CCL5	4	5.66666666666667	6.33333333333333	44	51.3333333333333	62	261.833333333333	131.666666666667	315	65.3333333333333	87.5	82.6666666666667
LRG1	1.83333333333333	19.3333333333333	3	1.66666666666667	3.83333333333333	51.3333333333333	4.83333333333333	51	6.66666666666667	59	60.3333333333333	48.1666666666667
PARP8	5.5	4.66666666666667	3	6.33333333333333	9	5.33333333333333	3	2	2.16666666666667	13.6666666666667	13.8333333333333	10
FANCA	5.66666666666667	3.33333333333333	1.83333333333333	2	4.33333333333333	3	0.666666666666667	0.333333333333333	0.5	16.3333333333333	10.5	0.833333333333333
TREX1	22.3333333333333	15.6666666666667	12.6666666666667	21.6666666666667	27	26.6666666666667	37.5	8	9.33333333333333	134	72.6666666666667	2.66666666666667
FCGR1A	11.6666666666667	31.6666666666667	3.83333333333333	0	2	0.333333333333333	3.83333333333333	7.66666666666667	1.66666666666667	9.66666666666667	47.5	5.33333333333333
FCGR1B	9.33333333333333	21.3333333333333	2.83333333333333	0	0.833333333333333	0	2.33333333333333	2	1.33333333333333	10.3333333333333	25.8333333333333	5.33333333333333
P2RY14	0.833333333333333	0	0	4	8.83333333333333	1	0.5	0.666666666666667	0.166666666666667	13.3333333333333	62	5
BATF2	75.5	3	3	94.3333333333333	77.3333333333333	6.33333333333333	20.1666666666667	1.33333333333333	1.16666666666667	141	181	3.66666666666667
CD69	3.5	0	0.166666666666667	1.33333333333333	0.666666666666667	0	4.83333333333333	1.33333333333333	2.66666666666667	57.6666666666667	75.8333333333333	15.6666666666667
ETV7	78.3333333333333	0.666666666666667	0.333333333333333	70.6666666666667	57.1666666666667	1.33333333333333	33	0.666666666666667	0.333333333333333	122.666666666667	137	1.83333333333333
FFAR2	12.8333333333333	9	1.83333333333333	6	4.83333333333333	4.66666666666667	46	32	19.3333333333333	658	558.166666666667	217.666666666667
GBP5	188.833333333333	2.66666666666667	2.33333333333333	79.6666666666667	188.333333333333	2	311	31.6666666666667	19.1666666666667	352	569.833333333333	56.3333333333333
GIMAP4	55.8333333333333	15.3333333333333	16.3333333333333	32	53	9	4.33333333333333	3	2	108.666666666667	109.833333333333	31.5
IFI16	48.8333333333333	58	21.5	118.666666666667	99.6666666666667	100	69.1666666666667	48.3333333333333	17.6666666666667	251.666666666667	254.166666666667	70.5
IRF1	270.666666666667	47.6666666666667	40.3333333333333	119	310.5	33	419.5	111.333333333333	109.333333333333	579.666666666667	1051.16666666667	128
LIMK2	75	150.333333333333	19.3333333333333	6.33333333333333	10.3333333333333	19	90.1666666666667	140.666666666667	17.8333333333333	253	430.166666666667	130.666666666667
PSMB9	60.1666666666667	7.66666666666667	3.5	52.6666666666667	61.1666666666667	20.6666666666667	53.3333333333333	4.33333333333333	4	143.333333333333	152.166666666667	35.8333333333333
SECTM1	544	299	103.333333333333	370.666666666667	444.5	303	120.666666666667	115.666666666667	62	766.333333333333	1053.83333333333	90.3333333333333
TIFA	24.3333333333333	18	15	12.6666666666667	25.6666666666667	24.6666666666667	53.5	27.6666666666667	29.1666666666667	109.333333333333	300.5	63.3333333333333
ZNF200	6.66666666666667	6	2.66666666666667	8	9	6	6.16666666666667	8.33333333333333	3.33333333333333	19	30.8333333333333	6.33333333333333
ASF1B	4.33333333333333	11	8.5	1.33333333333333	2.83333333333333	4	2.16666666666667	0.333333333333333	0.666666666666667	1.33333333333333	2.16666666666667	15.8333333333333
BCL9	2.5	5	4.16666666666667	3	5	6	1.5	0.666666666666667	1.83333333333333	2	2.66666666666667	22.8333333333333
BMP6	1.16666666666667	5.33333333333333	2.5	0.666666666666667	1	1	4.33333333333333	15.3333333333333	4.5	11	20.5	25.6666666666667
C10orf128	5.33333333333333	4.33333333333333	25.1666666666667	7.66666666666667	19.6666666666667	17.6666666666667	19.5	14.6666666666667	39.1666666666667	40.3333333333333	60.5	98.3333333333333
C1RL	7.5	22.3333333333333	10	3	5.83333333333333	8	2.16666666666667	2	1	2.66666666666667	6.33333333333333	31.6666666666667
ERI1	12.6666666666667	24.6666666666667	24.3333333333333	15	23.8333333333333	28.3333333333333	6.33333333333333	7.66666666666667	7.83333333333333	24.3333333333333	29.6666666666667	81.5
FLJ23867	9.16666666666667	16.3333333333333	27.1666666666667	6	9.66666666666667	13	14.3333333333333	17	12.5	6	13.3333333333333	49.5
FRAT1	7.83333333333333	28	19.1666666666667	2	2.66666666666667	4.33333333333333	1.83333333333333	2.66666666666667	1.66666666666667	17	17.5	37.5
INAFM2	8.16666666666667	31.6666666666667	35.3333333333333	4.33333333333333	10.3333333333333	21	7	6.33333333333333	12.8333333333333	40.3333333333333	61.1666666666667	216.166666666667
INHBB	0.166666666666667	0	0	0	0	0	0.333333333333333	0	0	0.333333333333333	1.33333333333333	15
MTMR10	21.5	58.3333333333333	52.6666666666667	26.6666666666667	34.1666666666667	56.3333333333333	15.5	13	11.1666666666667	19.3333333333333	30.5	88.5
NEK9	12.1666666666667	31	24.5	8.33333333333333	16.5	24.6666666666667	4.33333333333333	7.33333333333333	4	2	5.66666666666667	56
NFXL1	1.83333333333333	2	5.16666666666667	26.6666666666667	30.3333333333333	25	2.16666666666667	1.33333333333333	3.66666666666667	1	4.66666666666667	52.5
OXER1	0.5	0.333333333333333	0.5	1	1.16666666666667	2.66666666666667	0.166666666666667	1	0.166666666666667	2	2.83333333333333	29.1666666666667
RNF24	70.8333333333333	92	86.5	33.6666666666667	66.6666666666667	70.6666666666667	57	36.3333333333333	33.3333333333333	63	74.5	149.333333333333
SH2D1B	0.333333333333333	0	0.166666666666667	1	0.666666666666667	0.333333333333333	0.5	1.66666666666667	2.16666666666667	0.666666666666667	1	70.1666666666667
SLA	85.6666666666667	237.666666666667	338.833333333333	77	109.5	280.333333333333	18	34.3333333333333	104.166666666667	71	105	563.333333333333
SUCNR1	1.33333333333333	1	1.16666666666667	3	9.83333333333333	5	1.33333333333333	0	1	7	12.8333333333333	44
SYN2	1.16666666666667	1.33333333333333	3.16666666666667	0	0	0	2.33333333333333	1.66666666666667	6.33333333333333	1.66666666666667	2.5	22.6666666666667
WDR25	5	5	4.5	2.33333333333333	4.83333333333333	4.33333333333333	2.83333333333333	4	1.5	2.66666666666667	4.16666666666667	14.3333333333333
CASP10	15.3333333333333	10.3333333333333	6.5	26.3333333333333	24.1666666666667	13	10.3333333333333	1.66666666666667	2.33333333333333	18	14.8333333333333	31.5
CLEC4A	120.166666666667	186.666666666667	365.666666666667	205	290	343.333333333333	35.5	27.3333333333333	72.5	45.3333333333333	57	567
MAP2K6	1.83333333333333	0	4.16666666666667	7.66666666666667	5	2.66666666666667	1.66666666666667	1.66666666666667	2.5	4.66666666666667	2.66666666666667	16
RHOH	20.3333333333333	47	14	2.33333333333333	2.33333333333333	3.33333333333333	24.3333333333333	80.6666666666667	16.3333333333333	79.3333333333333	90.6666666666667	187.666666666667
RIPK2	65.8333333333333	36.3333333333333	55.6666666666667	46.3333333333333	57.8333333333333	25.6666666666667	194.166666666667	35	187.666666666667	101.666666666667	126.333333333333	270.833333333333
