gene	Buffer_scaled	IFN_B1a_scaled	IFN_lambda2_scaled	IFN_y_scaled	IL_10_scaled	IL_13_scaled	IL_4_scaled	cellType	cluster
RABGAP1L	-0.364090903201018	2.26662291121903	-0.361050916595359	-0.326184600494959	-0.412298073794947	-0.420357945997005	-0.382640471135744	Monos	1
OAS1	-0.421649132562099	2.25167132558946	-0.262323978507905	-0.223806782091439	-0.586991807708068	-0.344708133011521	-0.412191491708428	Monos	1
IFI44L	-0.401892483074442	2.25846557591081	-0.291775964424791	-0.228701448349782	-0.497347431449721	-0.394132009336487	-0.444616239275585	Monos	1
TNFSF10	-0.417463214327866	2.26436927353162	-0.265847592064331	-0.378663129093074	-0.361196071991646	-0.424124203942553	-0.417075062112153	Monos	1
SIGLEC1	-0.258788482922864	2.26379825087081	-0.456772340463949	-0.386468002624742	-0.400552565685257	-0.386917200176034	-0.374299658997959	Monos	1
TOR1B	-0.39381416609273	2.25215073028994	-0.121303601662877	-0.411487269461157	-0.452032276541103	-0.39903979913717	-0.474473617394907	Monos	1
LOC101927284	-0.705686459708887	0.910661510889314	1.87482005685864	-0.618377991512823	-0.664174700581714	-0.489271302837363	-0.307971113107171	Monos	1
TRADD	-0.944607436271324	1.68039075938839	-0.514925496073171	-0.703932747231633	1.06301813331758	0.045557446560203	-0.625500659690043	Monos	1
CCL2	-0.49738403865168	1.87256894582088	-0.438368688207376	0.10268194520271	0.712755430040708	-0.885273936421197	-0.866979657784049	Monos	1
CMPK2	-0.365085533503168	2.24687171370675	-0.328992472281438	-0.120047359576678	-0.557027188492397	-0.468773394196034	-0.406945765657038	Monos	1
ANKFY1	-0.666057652079708	2.18947480682398	-0.493724100402269	0.137555809290324	-0.563415652890474	-0.310214655811008	-0.293618554930845	Monos	1
PML	-0.403055191667038	2.21699500313291	-0.228667493083682	0.015663809632899	-0.631767575445975	-0.508785311378615	-0.460383241190494	Monos	1
SAMD9L	-0.407847896391985	2.2472469775562	-0.381578787478922	-0.0820521335091904	-0.462108073440493	-0.468554867889547	-0.44510521884606	Monos	1
OAS2	-0.380827406507662	2.24568713887052	-0.340792010203733	-0.104686867090256	-0.566758836476494	-0.431945474038985	-0.420676544553386	Monos	1
KIAA0226	-0.440667829394407	2.25117144252687	-0.416437672704185	-0.14589802801781	-0.471185384259912	-0.487146825995901	-0.289835702154661	Monos	1
XAF1	-0.433632478287469	2.19811807533244	-0.309153208651011	0.114381198709766	-0.687573226662286	-0.371290935989641	-0.510849424451797	Monos	1
ISG20	-0.225910358316995	2.23584769801825	-0.336942417362006	-0.105117504900952	-0.565601161284445	-0.541051649257148	-0.461224606896707	Monos	1
ARHGEF11	-0.40000419059894	2.23495815356656	-0.284824040753763	-0.0585412346776376	-0.459430512101063	-0.6073348928822	-0.424823282552958	Monos	1
MOV10	-0.383706416614575	2.24749537807928	-0.359110340224333	-0.137360453876303	-0.459482433812299	-0.577406356274172	-0.330429377277594	Monos	1
CMC2	-0.498380197367691	2.23153815178432	-0.4216722593012	-0.0360291791950327	-0.572948031666901	-0.445383216863672	-0.257125267389827	Monos	1
BCL2L13	-0.342753716688162	2.21829155383455	-0.235898848780877	0.00434576017687436	-0.604690857188023	-0.532264202215008	-0.50702968913935	Monos	1
EPSTI1	-0.54227248681915	2.17820970697667	-0.23539171020956	0.129969852898285	-0.743367102207711	-0.27814934568442	-0.508998914954109	Monos	1
RSAD2	-0.402646376148502	2.25287429326338	-0.351230882414373	-0.136526545530555	-0.482310264414998	-0.424807876931914	-0.455352347823037	Monos	1
IRF7	-0.382642214148513	2.25006484851782	-0.288578377094278	-0.153058199139335	-0.515420626279058	-0.410194997536422	-0.50017043432021	Monos	1
SP110	-0.364674045918301	2.22171503996534	-0.128618297595312	-0.109482100589953	-0.67454458325458	-0.44468604992822	-0.499709962678974	Monos	1
DDX58	-0.210800081350765	2.21800011109451	-0.205051012988524	-0.110167208847387	-0.662300023025187	-0.433932019331785	-0.595749765550858	Monos	1
IFIT5	-0.386079513672599	2.21075398222316	-0.309683457801865	0.0550863466817862	-0.692014376811329	-0.429287443423022	-0.448775537196127	Monos	1
CMTR1	-0.199673630373247	2.19509313486595	-0.496537224546918	0.0968841835776904	-0.664565674771788	-0.392985589966138	-0.538215198785547	Monos	1
PARP12	-0.476878380926836	2.19751585522715	-0.183895831834591	0.0385150996188127	-0.755781501867677	-0.384893377963717	-0.434581862253144	Monos	1
IFI35	-0.468150817366001	2.24468207265137	-0.381168136819631	-0.0734078501759653	-0.477008156605243	-0.481865271102664	-0.363081840581866	Monos	1
PARP9	-0.423293172552314	2.17090575609409	-0.354647777317511	0.259334595193396	-0.606006667449881	-0.509855647718482	-0.536437086249297	Monos	1
UBE2L6	-0.43677337777253	2.15103817125904	-0.428215917328516	0.339285207137701	-0.579561132953469	-0.499768949831037	-0.546004000511192	Monos	1
TRIM22	-0.37949030606711	2.24443251992523	-0.496024965811274	-0.0709066910012692	-0.372619023976551	-0.448177436754884	-0.477214096314144	Monos	1
RTP4	-0.407959802605449	2.24987892948575	-0.393327065479232	-0.109037864234596	-0.496292144963453	-0.461423163161297	-0.381838889041726	Monos	1
DHX58	-0.342138455045765	2.24957521265156	-0.368613707193587	-0.12010317373837	-0.500252120298599	-0.461247471474369	-0.457220284900867	Monos	1
DYNLT1	-0.503753551902758	2.22821938024651	-0.433266440217217	0.0208989088565013	-0.351632493412175	-0.544347991630076	-0.416117811940782	Monos	1
RNF213	-0.42927816711558	2.16884156318707	-0.410491543239217	0.27453454349884	-0.613835633743001	-0.468839845253127	-0.520930917334987	Monos	1
BST2	-0.440042981372043	2.24414230064187	-0.476325914064813	-0.0714072007568843	-0.492081952466464	-0.426820350153167	-0.337463901828501	Monos	1
TNFSF13B	-0.364718753385582	2.24847782681659	-0.338798135792614	-0.114640033535149	-0.507533528023407	-0.456777068959525	-0.466010307120314	Monos	1
PARP14	-0.5074195426793	2.15435115740571	-0.349789337344844	0.301587933982492	-0.676819935726289	-0.411235261069037	-0.510675014568733	Monos	1
SPATS2L	-0.418752740141696	2.24695693346589	-0.306663292089916	-0.118547203461163	-0.526664947920496	-0.381671626133676	-0.494657123718939	Monos	1
FAM46A	-0.687335003134566	2.20536429575079	-0.271275749624086	-0.00103502930596796	-0.610906648322025	-0.228954455288411	-0.405857410075735	Monos	1
CCL7	-0.468037574581719	2.16803731958648	-0.321174090854217	0.0257121788287644	-0.00827549121353824	-0.728939851577789	-0.667322490187985	Monos	1
PLSCR1	-0.374761431950943	2.21479048333585	-0.405677832514088	-0.275345319306311	0.0190990573766655	-0.490216714163224	-0.687888242777951	Monos	1
MFN1	-0.549551845578246	2.23929943609734	-0.407655593098719	-0.191687773335486	-0.563345276755078	-0.153188974159474	-0.373869973170341	Monos	1
TCF4	-0.571778732209829	2.20985647282849	-0.164228797533541	-0.179304504041219	-0.292651951265538	-0.233604884697542	-0.768287603080824	Monos	1
TDRD7	-0.654726557824062	2.22285620632511	-0.288880677693126	-0.172653015353677	-0.512920206389889	-0.0997722443603604	-0.493903504703996	Monos	1
SAMHD1	-0.628360317017857	2.24110956499057	-0.380034659244318	-0.103223213320664	-0.411950691893381	-0.345092496362861	-0.372448187151489	Monos	1
TRIM5	-0.512117889615036	2.24185221735692	-0.460068314906346	-0.18032310733705	-0.517194285714341	-0.151004560296523	-0.421144059487627	Monos	1
IL4I1	-1.00695264557207	2.15190323420642	-0.446080931069382	-0.245122291679841	-0.017065494386133	-0.236354065664483	-0.200327805834513	Monos	1
XRN1	-0.62094686574662	2.15947526302468	-0.52589892836496	0.262440824458491	-0.35844262240303	-0.289401947272911	-0.627225723695655	Monos	1
IFI16	-0.683417843625738	2.12687630002455	-0.42089123579514	-0.025626812807713	0.18404193527515	-0.366549205569708	-0.814433137501401	Monos	1
FUT4	-1.31885775752681	1.79943139297585	-0.810920316170011	-0.351512855227007	0.00081174715359011	0.271263059241574	0.409784729552811	Monos	1
KIAA0040	-0.84902504560002	1.75944646465294	-0.854347039902956	0.0116444874393881	-0.784224789390122	-0.181080545016201	0.897586467816976	Monos	1
C22orf39	-1.72223543091553	1.42313405326976	0.0646017330392225	0.247662022389198	-0.50620535760761	0.778167599476733	-0.285124619651767	Monos	1
ADGRE1	-0.413178147383959	0.655060701820957	-0.507866354403843	-0.483871431835403	2.02280906092636	-0.580991436887111	-0.691962392237004	Monos	2
LIMK2	-0.507410669051841	-0.205397415053733	-0.455566744282417	1.05741644895453	1.74110789941689	-0.900295836149337	-0.729853683834092	Monos	2
KRT17	-0.579439421266169	0.612789818791794	-0.789652981707236	0.365158456251587	1.8574545474422	-0.790928674157921	-0.675381745354256	Monos	2
PVRL2	-0.589531833641056	0.107217964281218	-0.774193794268482	-0.197871372427875	2.17499395870584	-0.438364364828933	-0.282250557820713	Monos	2
SOCS1	-1.2726394549896	0.224908787505834	-0.544563140800629	-0.0376458027525813	1.96504411268066	-0.406605336799677	0.0715008351559911	Monos	2
CAMK1G	-1.27403408034031	-0.0131129622542239	-0.0819659352735362	0.251987917600755	1.84748255762057	-0.924886730354581	0.194529233001323	Monos	2
NEK6	-0.592013756710339	-0.367938571579822	-0.329352636245861	-0.452240453883081	2.2392728331524	-0.0714697653955184	-0.42625764933778	Monos	2
HAMP	-0.450923542711558	-0.360330518024847	-0.326204907257366	-0.388240280877354	2.26584628348027	-0.399412249487526	-0.340734785121615	Monos	2
P2RY6	-0.642399195806437	-0.219182936175365	-0.370497825964588	-0.162901753655413	2.23666500185032	-0.324429036290114	-0.517254253958403	Monos	2
MARCH1	-0.388843187519853	-0.311117039349635	-0.422284225717639	-0.405348087806669	2.26622928844626	-0.389178046340027	-0.349458701712442	Monos	2
TLR8	-0.547266633548456	-0.117188949123854	-0.276715137028547	-0.228564399619907	2.23405636471796	-0.515497298679906	-0.54882394671729	Monos	2
SPATA13	-0.31333833374636	-0.141318229017734	-0.364979107473697	-0.657176539829477	2.22488882496357	-0.165690162468823	-0.582386452427482	Monos	2
STOM	-0.446784916546236	-0.29645525051442	-0.455977002436621	-0.237853878108927	2.26032236461543	-0.41792927838851	-0.405322038620714	Monos	2
FYB	-0.432000297690999	-0.530155549893528	-0.150900492832141	-0.141030157915886	2.23693960981935	-0.454335895363621	-0.528517216123178	Monos	2
LILRB2	-0.34906034363841	-0.202065136077336	-0.566762412942889	-0.376645289494637	2.25487349409242	-0.39930234242774	-0.361037969511403	Monos	2
ARNT2	-0.529458693948776	-0.258318423788702	-0.378017978229394	-0.289048841326599	2.25900120074514	-0.395858436894571	-0.408298826557097	Monos	2
FPGS	-0.24037640539585	-0.33318817375295	-0.358536076647069	-0.569407670223662	2.25601836684706	-0.422917034315287	-0.331593006512239	Monos	2
SLCO4A1	-0.470934511377125	-0.421493065282962	-0.432784393661435	-0.386023604373855	2.26118158718631	-0.268444268850059	-0.281501743640871	Monos	2
ACPP	-0.448744902560248	-0.429887696442145	-0.457089604232813	-0.287638358024613	2.26102483655505	-0.261313992439383	-0.376350282855844	Monos	2
KDSR	-0.530556373716226	-0.372498449755885	0.0797359904905065	0.0455056187905654	2.15128621200825	-0.680418038880409	-0.693054958936798	Monos	2
PTPN2	-0.0997195905230277	-0.334796329224924	-0.534185751294058	-0.355686704758861	2.24540356902694	-0.468516700810012	-0.452498492416056	Monos	2
LILRB1	-0.784964194384147	-0.438322954828266	-0.210008181517776	-0.320430497776416	2.22056663378497	-0.183227192041349	-0.283613613237016	Monos	2
PNKD	-0.308532094095891	-0.516486454669098	-0.195745934213939	-0.517191934850189	2.25295352299991	-0.377940101227597	-0.337057003943193	Monos	2
CD163	-0.333793743808575	-0.00830473975617057	-0.517571964395745	-0.473189269320333	2.23240939976573	-0.384669537419696	-0.514880145065213	Monos	2
LRG1	-0.324185254615578	-0.496679170801889	-0.514668175738136	-0.459182772289142	2.24487232041717	-0.350993522363772	-0.0991634246086543	Monos	2
LMNB1	-0.626716946575529	-0.165126558018606	-0.563138152382932	-0.151888850209419	2.23075842441704	-0.334793629326541	-0.389094287904015	Monos	2
SEPHS2	-0.277694642685265	-0.503436899687899	-0.390447411036954	-0.341545913340702	2.26212982837984	-0.338456641712669	-0.410548319916348	Monos	2
CASP5	-0.341430479933864	-0.367995464676466	-0.243589241602928	-0.364604877302288	2.26070954339274	-0.461161892115286	-0.48192758776191	Monos	2
SEMA4B	-0.0727642457202013	-0.668924970037056	-0.185159271081733	-0.618052346051346	2.21267988612141	-0.411527727474483	-0.256251325756594	Monos	2
MARCH2	-0.447596557274261	-0.343607969246164	-0.168439662508022	-0.473372249347402	2.2334607204608	-0.645615055392323	-0.154829226692623	Monos	2
LRRC25	-0.236351617618446	-0.549473913246518	-0.27115230930192	-0.445912128849019	2.25387281577893	-0.438439188404839	-0.312543658358193	Monos	2
TNFRSF21	-0.371102968178427	-0.418582910661481	-0.413326415147099	-0.281598581373757	2.26541468090796	-0.389082893775472	-0.39172091177172	Monos	2
SBNO2	-0.411122186025904	-0.488919221722636	-0.337823658125539	-0.18961096985842	2.25256803011401	-0.529610656715985	-0.295481337665522	Monos	2
SLC16A10	-0.452539439073414	-0.360070970573901	-0.360741060593925	-0.358984479331799	2.26635874865208	-0.386712549985314	-0.347310249093731	Monos	2
CEBPD	-0.562509533682245	0.0115728446795862	-0.38293753543702	-0.204514439045512	2.2157426353001	-0.488077747876502	-0.589276223938405	Monos	2
LILRA1	-0.233102917798923	-0.440316285116006	-0.501591176330001	-0.456932589093641	2.25697967259279	-0.345005397990125	-0.280031306264089	Monos	2
VAV1	-0.543507642077569	-0.399271058494166	-0.291719988959999	-0.39071701758028	2.25652723598867	-0.225574037485493	-0.405737491391166	Monos	2
STON2	-0.465756692294034	0.167959188532426	0.329120298892351	-0.435464392608895	2.03004070456127	-0.729069309099969	-0.89682979798315	Monos	2
SEPW1	-1.72880370998001	0.868412785283	-0.350985064084969	0.0129340090885823	1.0515907169314	-0.639706011547168	0.786557274309162	Monos	2
DGKZ	-1.88712530958294	-0.418850035112044	1.04564641973157	0.548207490232873	0.910512019284378	-0.200938295211158	0.00254771065732285	Monos	2
ANKRD22	-0.962222556175136	-0.210303690357827	-0.928950535376795	1.6803608451332	1.06462520209382	-0.283942366340812	-0.359566898976449	Monos	2
CD274	-0.917966181807207	0.256890256683603	-0.806956545936315	1.32311369207181	1.37944081751152	-0.728295867586724	-0.506226170936686	Monos	2
TWSG1	-1.35564418528294	0.46896132778931	0.480484156994215	0.924383909977374	1.17390430586442	-0.692228805139771	-0.999860710202615	Monos	2
CA13	-1.61851596348208	-0.317652476538667	-0.438199020421993	0.462150605971394	1.66388214094953	0.317250981213131	-0.0689162676913169	Monos	2
ABHD17C	-0.6942604671813	-0.444795313822425	-0.531255155272887	-0.513337682161276	2.1677718478432	0.201653506488636	-0.185776735893945	Monos	2
ELL	-0.464436650359934	-0.56518832468359	-0.532707325254653	-0.518058372448795	2.2144313550261	-0.0648402695920385	-0.0692004126870839	Monos	2
CARM1	-0.735695209981655	-0.352238533334161	-0.50536664504284	-0.66564238520126	2.14449392019844	0.181324988646448	-0.0668761352849731	Monos	2
SLAMF1	-0.574720994998538	-0.545476706048599	-0.526429911407159	-0.522989043640363	2.19403402933838	-0.0731247096428859	0.0487073363991688	Monos	2
BMP6	-0.766415970052319	0.128150711040221	-0.707871659912973	-0.676479699350389	2.09223288987429	-0.204536164510252	0.134919892911424	Monos	2
BATF	-0.689659022998171	-0.596271959536359	-0.570198032633622	-0.502223932050677	2.1168638620384	-0.0807553437489553	0.322244428929381	Monos	2
ZNF644	-1.86370042144194	-0.384409964303162	0.967034551377517	0.710093897782847	0.117832338115001	0.868019969157025	-0.414870370687286	Monos	2
DENND6B	-1.87745112649588	0.985546484703602	-0.209135590981452	-0.240931773781965	0.577248711983	1.00544777494357	-0.240724480370871	Monos	2
ETV7	-0.358200482528778	1.8357355939674	-0.522382017910556	0.986015987872127	-0.641516327274227	-0.666632678984131	-0.633020075141837	Monos	3
ASCL2	-0.529492787242005	1.84375960187651	0.244878473674423	0.705802380237422	-0.884293553010134	-0.806489596179015	-0.574164519357197	Monos	3
APOBEC3G	-0.435353550236835	2.1119891303332	-0.504444051649806	0.445627495355086	-0.435514134616745	-0.526629011473026	-0.655675877711876	Monos	3
DTX3L	-0.662014183380412	1.98404280330331	-0.367726002376167	0.732060919255664	-0.62379629546718	-0.515014264187452	-0.547552977147763	Monos	3
NEURL3	-0.26493046656254	2.00943040768009	-0.562273638814596	0.658207966085726	-0.557957638950424	-0.574447470802186	-0.708029158636072	Monos	3
TAP2	-0.619024410124572	2.08611676176763	-0.365749519740656	0.507981844921399	-0.611081417252899	-0.472269545782407	-0.525973713788496	Monos	3
BATF2	-0.553309648946188	1.95810765652696	-0.55391761930956	0.801352297044853	-0.570519091316383	-0.548869960999449	-0.532843633000236	Monos	3
GBP4	-0.588180002340734	1.87580231161938	-0.492242365646508	0.936139150105857	-0.470532609844077	-0.642873154373963	-0.618113329519957	Monos	3
MICB	-1.01596457632991	1.89252009843215	-0.637375358037671	0.768932409327252	-0.171377887708999	-0.486361504420583	-0.350373181262242	Monos	3
STAT2	-0.502364136266021	1.89841802075485	-0.382352198865431	0.886154235616679	-0.710693863901801	-0.598927998541348	-0.590234058796929	Monos	3
GBP5	-0.473640230112758	0.296139371927768	-0.367412314806481	2.16221839514652	-0.500075564180135	-0.516131990028401	-0.601097667946517	Monos	3
HAPLN3	-0.715017634132586	1.09222907300662	-0.643856231179508	1.74809040876293	-0.243782859285843	-0.61251162406028	-0.625151133111329	Monos	3
APOL3	-0.509191880815148	0.741602673217272	-0.339550895883942	1.9744402769443	-0.537752654595908	-0.61997607262712	-0.709571446239457	Monos	3
FAM26F	-0.785488573675312	0.250831957934779	-0.466644824399092	2.01377554975533	0.313731716331812	-0.477087945360612	-0.8491178805869	Monos	3
GBP1	-0.509840885018174	0.593954947658447	-0.484273106388773	2.05777866268214	-0.574871088274675	-0.512587397677607	-0.57016113298136	Monos	3
LOC100419583	-0.415159052657811	1.12182823012021	-0.570529761432171	1.74689002443252	-0.667115573126294	-0.670202265468011	-0.54571160186845	Monos	3
SLAMF8	-0.528615001220028	-0.178578109531666	-0.262416755508407	2.20468796668597	-0.599848784993326	-0.00329972901468182	-0.631929586417856	Monos	3
CASP7	-0.651215942023021	1.39854951856749	-0.441774365781108	1.489573294941	-0.691783586211479	-0.795323695823997	-0.308025223668886	Monos	3
CXCL10	-0.605036147661889	1.57726426961393	-0.560242641791688	1.34336095401248	-0.590265361157911	-0.565836293888644	-0.599244779126285	Monos	3
TAP1	-0.489664161553828	1.59855307877791	-0.56298286528435	1.31097946025954	-0.636819229820326	-0.708574029213969	-0.511492253164983	Monos	3
IDO1	-0.51340548544348	1.53157569910302	-0.597604487671229	1.3888784428654	-0.514268113872652	-0.673703473574502	-0.62147258140656	Monos	3
IL27	-0.549746155044849	1.51134943324215	-0.606982551955472	1.41181311277173	-0.534764853187919	-0.676991170193262	-0.554677815632381	Monos	3
APOL6	-0.65371419768364	1.52348158843053	-0.62561516693654	1.39451141216225	-0.468877487540477	-0.508869173848657	-0.660916974583463	Monos	3
PSMB9	-0.531677131419211	1.43585715466587	-0.466406601278444	1.4693908879869	-0.722247756845665	-0.758791554525	-0.426124998584443	Monos	3
APOL1	-0.961330323929433	1.727418638043	-0.844097898327057	1.03302792173219	-0.300962349289484	-0.389269277190377	-0.264786711038836	Monos	3
GBP3	-0.545388170504481	1.72533220820493	-0.440834119195717	1.15273261710868	-0.618101340333059	-0.56832964487269	-0.705411550407662	Monos	3
STAT1	-0.50851137465573	1.70442777991834	-0.384818901268963	1.16043788972848	-0.830426925593572	-0.592546226117147	-0.548562242011404	Monos	3
LAP3	-0.78085886393346	1.80138157033396	-0.434771894696774	1.03424818846611	-0.476023929863327	-0.625136826635551	-0.518838243670954	Monos	3
ZC3HAV1	-0.592182457261872	1.61586868733196	-0.510772635683091	1.29504762138266	-0.654499798565603	-0.634370489952473	-0.519090927251577	Monos	3
JAK2	-0.712273522115359	1.72046085263081	-0.811496149647705	1.09396782952138	-0.656230091347559	-0.468047665230519	-0.16638125381104	Monos	3
TM4SF1	-0.915063493919816	-0.67966203694847	-0.612582510780845	-0.836892508185735	1.4586683573158	0.446065669765125	1.13946652275394	Monos	4
DHRS9	-0.935857190328545	0.487992614788235	-0.739618726910533	-0.744258662145656	-0.643049364747015	1.11888746084462	1.4559038684989	Monos	4
FGL2	-0.897992853536709	-0.0779000418970865	-0.357247684672317	-0.7788149020053	-0.702271510060232	1.41806345280183	1.39616353936981	Monos	4
UGP2	-0.506390749884731	-0.555619960433666	-0.635522784469095	-0.655682488748269	-0.537462020579502	1.18633026951653	1.70434773459873	Monos	4
C17orf58	-0.442611717971599	-0.656367398375392	-0.568526025591411	-0.652069080500597	-0.549516543659512	1.11279125787514	1.75629950822337	Monos	4
MAOA	-0.650638511604172	-0.693706713867556	-0.560919425174769	-0.718686935562629	-0.267613793922376	1.36797943505433	1.52358594507717	Monos	4
GGT5	-0.960841565580008	-0.480396815484031	-0.649321939578109	-0.537341510314983	-0.21149249608364	1.59266877605573	1.24672555098504	Monos	4
MS4A4A	-0.412140592640504	-0.709890058410131	-0.695899985137051	-0.807402287134053	-0.222771087477585	1.21844824971436	1.62965576108497	Monos	4
SLC4A7	-0.585974820307087	-0.57691965675754	-0.557327189629938	-0.514903102814203	-0.669048539073608	1.24797740995539	1.65619589862698	Monos	4
SLC5A3	-0.448706314126149	-0.492129935478402	-0.654856306728222	-0.58088875354165	-0.674464108162054	1.05737163760582	1.79367378043066	Monos	4
CISH	-0.434091651908111	-0.617390659914466	-0.408970040936514	-0.474427185947418	-0.59966997948278	0.410980169810439	2.12356934837885	Monos	4
CREBL2	-0.515062739892505	-0.637556124249097	-0.621488462128877	-0.53938422557125	-0.599523753583931	1.30031627151809	1.61269903390757	Monos	4
SEMA3C	-0.813921687928213	-0.675076470342196	-0.660963145357485	-0.464109879826973	-0.260927960400137	1.31783431812661	1.55716482572839	Monos	4
PTGIR	-0.816799491198912	-0.345167576215439	-0.533613093723553	-0.64210621244697	-0.560178418985126	1.40396254780021	1.49390224476979	Monos	4
ITPRIPL2	-0.845137641761932	-0.264233438895593	-0.601417815002344	-0.481258149744982	-0.616782157373524	1.01877922535134	1.79004997742703	Monos	4
IGSF3	-0.503610149933847	-0.59072830967507	-0.493383926152261	-0.530001428575037	-0.73108330958625	1.04973447600419	1.79907264791827	Monos	4
