Genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	stimulation
CD1D	1.57508213211652	2.68964003517307	0.664513235559113	4.04753418178351	5.17600251246871e-05	0.000615728632212424	Macs_IL_4_Macs_IL_13
CH25H	0.772153351853956	2.31621433010903	0.973650149649276	2.3788979346877	0.017364483203778	0.0600916358142862	Macs_IL_4_Macs_IL_13
ITSN1	3.07701024955152	1.63456528063272	0.692391613420073	2.36075256971813	0.0182378944728194	0.0619871294284517	Macs_IL_4_Macs_IL_13
SLFN11	6.58328359892162	1.77641456757657	0.589265373073514	3.01462575055289	0.00257296525662903	0.0131175282279927	Macs_IL_4_Macs_IL_13
KCNK6	11.047126291894	1.63196940183218	0.760595027518236	2.14564826588096	0.031901051565083	0.0968909598067147	Macs_IL_4_Macs_IL_13
SLC26A6	6.97172360362888	1.97178226484775	0.531124948622107	3.7124640255803	0.000205251241611842	0.00183122592125565	Macs_IL_4_Macs_IL_13
SNAI3	8.8825000387008	2.12478901875667	0.918950735703752	2.31219034514343	0.0207671961119219	0.0677603941708995	Macs_IL_4_Macs_IL_13
TRMT12	4.59460495843356	1.52238921168528	0.500782937969259	3.04001813212481	0.00236563906034901	0.0122798173041753	Macs_IL_4_Macs_IL_13
PFKFB4	4.68143520811459	2.4608001705532	0.571608502393125	4.3050447294795	1.66951999335841e-05	0.000226975218144679	Macs_IL_4_Macs_IL_13
SEPW1	30.3764252389164	1.67922602924117	0.671023957048701	2.50248297635564	0.0123325556335285	0.0466350282565877	Macs_IL_4_Macs_IL_13
UGP2	108.44433481096	1.5510616061935	0.553398368042112	2.80279396500762	0.00506620229007056	0.0222523192894638	Macs_IL_4_Macs_IL_13
DSC2	41.2974059230488	1.68870121896875	0.64671314798209	2.61120594847642	0.00902235412771191	0.0360263231253392	Macs_IL_4_Macs_IL_13
SORT1	33.7525669511232	1.82974021618059	0.594743353917215	3.0765206607677	0.00209431788189927	0.0112409360100241	Macs_IL_4_Macs_IL_13
ELK3	12.21145295621	2.03823860787067	0.443200153713022	4.59891223140337	4.24702648936374e-06	8.09457979151365e-05	Macs_IL_4_Macs_IL_13
IL3RA	66.1560116903541	1.96123698596243	0.5474582300554	3.58244132299182	0.00034039809171786	0.00281691754160722	Macs_IL_4_Macs_IL_13
ASPHD2	2.4602761786877	2.06925379454559	0.549481003935819	3.76583317662295	0.000165994603235105	0.00182274843167778	DCs_IFN_B1a_DCs_IFN_y
CBR1	16.1336088756724	1.93849797656776	0.749306729559694	2.58705534075058	0.00968000439353892	0.037858099374731	DCs_IFN_B1a_DCs_IFN_y
GRIN3A	0.973448583161485	2.76478361075085	0.904174011310775	3.05780035276922	0.00222968071480749	0.0138385618277726	DCs_IFN_B1a_DCs_IFN_y
LAP3	15.7945026823568	1.59283181860493	0.530851912188685	3.00052007355072	0.00269518988345108	0.0157572756093446	DCs_IFN_B1a_DCs_IFN_y
APOBEC3G	6.65841289630923	1.65960894409464	0.626643278482507	2.64841098768917	0.00808711429155646	0.04527198294587	DCs_IFN_B1a
IFIH1	38.867222506477	1.79545671478435	0.582874061920373	3.0803510262044	0.00206756758158326	0.0200098489675261	DCs_IFN_B1a
JUP	23.6615159753858	1.67973057085554	0.658253137715514	2.55180032515316	0.0107167917350383	0.0536779656202355	DCs_IFN_B1a
KIAA0226	31.8460066344002	1.55608827704476	0.658976575717074	2.36137115397688	0.0182074977264336	0.0787608103458088	DCs_IFN_B1a
LGALS3BP	4.25812849155623	1.52494523140075	0.562472712312143	2.71114526628713	0.00670512435872536	0.0416155000960019	DCs_IFN_B1a
PARP9	56.493200337349	1.53965559839461	0.614757092078018	2.50449424371865	0.0122626600645681	0.0593388042107489	DCs_IFN_B1a
PI4K2B	10.1227238232296	1.5071004102026	0.50491167320963	2.98487931685604	0.00283690224857492	0.0249210951374812	DCs_IFN_B1a
SSB	12.6969641966689	1.81241437246064	0.643027149432967	2.81856586313479	0.00482387132715192	0.0348662092127056	DCs_IFN_B1a
TMEM110	10.666015352575	1.72093670981901	0.728859629925074	2.36113599815635	0.0182190478691483	0.0787608103458088	DCs_IFN_B1a
IL21R	14.7654712348001	2.73724771170764	1.12260760784337	2.43829428251082	0.0147567552544732	0.098892285212813	DCs_IL_10
SLC1A3	13.7130366790899	2.20288562999747	0.827198935754958	2.66306632513613	0.00774321502384708	0.066859683571295	DCs_IL_10
APOL6	59.8176094625068	1.51676659014759	0.449732226974945	3.37259929169382	0.000744622330105261	0.00278759762729126	Monos_IFN_B1a_Monos_IFN_y
GCH1	131.159627536555	1.77413005325688	0.741189620558876	2.39362506441894	0.0166827927136278	0.0364336852366585	Monos_IFN_B1a_Monos_IFN_y
IL15	2.40518732377103	2.13596122585755	0.620331828073245	3.44325589820509	0.000574755189055498	0.00222864256980703	Monos_IFN_B1a_Monos_IFN_y
IL15RA	6.65547037684331	2.68461366728778	0.810020203482225	3.31425519480477	0.00091887602234445	0.00328863593854744	Monos_IFN_B1a_Monos_IFN_y
IL27	2.2273759543269	2.35244931346254	1.04310427813712	2.25523886994672	0.0241183393404459	0.0490980479430507	Monos_IFN_B1a_Monos_IFN_y
ISG20	55.676862311026	1.93166584608965	0.888159967455402	2.17490758069621	0.0296370427320823	0.0574595726438331	Monos_IFN_B1a_Monos_IFN_y
MTHFD2L	20.9408710731461	2.32115630894391	0.924686014076156	2.51021024824621	0.0120659298082806	0.0276208031755821	Monos_IFN_B1a_Monos_IFN_y
IRG1	102.740372765334	2.58659493341878	1.25726256759793	2.05732279006812	0.0396551865626854	0.0717570042562879	Monos_IFN_B1a_Monos_IFN_y
HELZ2	45.0102609443041	2.01104312647718	0.722641462339624	2.78290581330087	0.00538744434430486	0.0232639642140437	Monos_IFN_B1a
NCOA7	19.0565595398808	1.97708253754302	0.789267316010315	2.5049593432261	0.0122465469756639	0.0383545701985078	Monos_IFN_B1a
PARP14	91.3109783962337	1.61479639475411	0.57671161828936	2.8000066992649	0.0051101546064366	0.0224060625051451	Monos_IFN_B1a
PLSCR1	41.4512853497483	1.64453983798174	0.584055463840437	2.81572545725045	0.00486672358697626	0.0216721284732537	Monos_IFN_B1a
SIGLEC1	10.4264161437193	2.04480545631424	0.98591455925684	2.07401892701085	0.0380775530985241	0.0893177171446862	Monos_IFN_B1a
ADRB2	6.12015506386094	3.09497358529414	0.990402873754205	3.12496426182851	0.00177826663023194	0.0307327970917898	Monos_IL_10
SBNO2	51.359010795798	1.76142480299365	0.541098040086377	3.25527847543575	0.00113281231149496	0.0234534104490993	Monos_IL_10
ATF3	108.331375665079	1.62200041421945	0.634742563378905	2.55536733756298	0.0106075787412765	0.0859367611068629	Monos_IL_10
SLAMF1	12.0968627770486	3.54026365488439	0.767279387657083	4.61404764918124	3.94901828476646e-06	0.00110375061059223	Monos_IL_10
SOCS3	75.1174410977655	2.46756660735237	0.851843746890955	2.89673618707474	0.00377066690401698	0.0481889547713302	Monos_IL_10
TNIP3	96.2865861456278	3.25477219538283	0.893924897341978	3.64099065263834	0.000271590997898154	0.0136767161664216	Monos_IL_10
ACPP	5.02134801538302	2.91631484446226	0.715098985398197	4.07819743002199	4.53862186056593e-05	0.00355537148776031	Monos_IL_10
ARNT2	2.95680293062193	4.39594861368914	1.23799862938336	3.5508509535901	0.000383987805366838	0.0136767161664216	Monos_IL_10
CASP5	7.58035378662596	3.26869999336681	0.969262061710175	3.37235936749601	0.000745271359863397	0.0193049286754701	Monos_IL_10
HAMP	7.3084719577278	2.73156221927682	1.12590720663673	2.42609888557019	0.0152621111155862	0.0985675887588158	Monos_IL_10
KRT17	3.12346167256071	2.97262049536027	0.872965475352932	3.40519823439577	0.000661160404532485	0.0184794333066829	Monos_IL_10
SPATA13	5.87288171329025	2.75459982249867	0.577092404130702	4.77323874440531	1.81286671618585e-06	0.00101339249434789	Monos_IL_10
STON2	2.64751291856779	4.00208620652923	1.19295266572396	3.35477368173743	0.000794299390940632	0.0193049286754701	Monos_IL_10
TNFRSF21	8.84782475052309	4.16399849373932	0.97380329034319	4.27601604454615	1.90267516916729e-05	0.00354531806521505	Monos_IL_10
ABTB2	16.9314586553134	1.74593256067447	0.692942758666992	2.5195913209817	0.0117491158898092	0.0401939254922035	Monos_IL_4_Monos_IL_13
CCL5	86.2674384808437	2.51135582415504	0.711832717126564	3.52801404562095	0.000418689939641851	0.00391921238582782	Monos_IL_4_Monos_IL_13
MCOLN2	14.4145066110327	2.06167869362155	0.664996824930867	3.10028351464067	0.00193335485818641	0.0111151027960927	Monos_IL_4_Monos_IL_13
MTMR11	9.61042548667645	1.94963564797181	0.881262160754769	2.21232197953673	0.0269444254663963	0.0677765063493934	Monos_IL_4_Monos_IL_13
SERPINB9	280.340982893461	2.02341900014416	0.68935476032373	2.93523613181976	0.00333293947985775	0.0161446716635702	Monos_IL_4_Monos_IL_13
STAT4	13.2053900698598	1.62211791485906	0.651263940281895	2.49072275390672	0.012748355480247	0.0423215754605873	Monos_IL_4_Monos_IL_13
MMP1	14.7347308322056	2.95339636166717	1.03809256630023	2.84502216617647	0.00444083326106155	0.0198109169141995	Monos_IL_4_Monos_IL_13
SLC4A7	10.6344579002838	2.44280913240957	0.549485618943344	4.44562887215696	8.76351265273201e-06	0.000312747857794374	Monos_IL_4_Monos_IL_13
SPSB1	25.6470649756177	1.58346109360891	0.559763037902576	2.82880609541872	0.0046721997597503	0.0204348872662857	Monos_IL_4_Monos_IL_13
TM4SF1	5.79886491224905	3.03361125134965	1.10006756636585	2.75765902395558	0.00582168888370445	0.0229254093282431	Monos_IL_4_Monos_IL_13
DHRS9	11.674330784164	2.00195459477652	0.469650467278287	4.26264793555562	2.02018670510379e-05	0.000549298385054412	Monos_IL_4_Monos_IL_13
IGSF3	8.01997375403836	4.77795695820674	0.938150279066375	5.09295479074168	3.52525782273608e-07	4.0258444335646e-05	Monos_IL_4_Monos_IL_13
ITPRIPL2	45.911742958104	1.74941056932336	0.527607275640418	3.31574383086339	0.000913995685380482	0.00644310538706488	Monos_IL_4_Monos_IL_13
PTGIR	23.2203590517372	2.14751196846278	0.449277244565645	4.77992596873888	1.75359754810441e-06	0.000143043457138231	Monos_IL_4_Monos_IL_13
SEMA3C	29.4235958625057	2.43284177917733	0.609568401417127	3.99108906157447	6.57705736799716e-05	0.00117359367410199	Monos_IL_4_Monos_IL_13
STXBP5-AS1	6.26723224636744	3.54966778551376	0.494999489202626	7.17105343125056	7.44228481272299e-13	4.24954462806483e-10	Monos_IL_4_Monos_IL_13
GADD45A	14.4893908973739	2.55213255116778	0.561782787354727	4.54291695761103	5.54811116503619e-06	0.000263997622936305	Monos_IL_4_Monos_IL_13
PKD2	11.5817704164971	2.25542140212285	0.54044009225949	4.17330511637896	3.00212463408024e-05	0.000714255485858257	Monos_IL_4_Monos_IL_13
ADA	154.599986003372	1.92040264527037	0.790220975877774	2.43020965513753	0.0150900910643649	0.0480117446755176	Monos_IL_4_Monos_IL_13
SERPINB2	790.972553702846	1.84004373281849	0.804962513337021	2.28587505918813	0.022261568926905	0.0599592257418054	Monos_IL_4_Monos_IL_13
SMPDL3A	29.2530069148086	1.73120148474199	0.762083863420658	2.27166794605963	0.0231065736109904	0.0613667606133746	Monos_IL_4_Monos_IL_13
TMEM106A	51.2462482045262	2.007971692806	0.516278021295148	3.88932243865186	0.000100524486014619	0.00151051267143019	Monos_IL_4_Monos_IL_13
ANXA1	176.118310915587	1.7392636955638	0.471695932296434	3.68725608274013	0.000226685205920105	0.00248917793423808	Monos_IL_4_Monos_IL_13
PRNP	50.9321222862437	1.99036758663142	0.42288746482927	4.70661287497605	2.51866553385071e-06	0.000179769752478595	Monos_IL_4_Monos_IL_13
BATF2	13.4578273944998	3.31849525553535	0.78922586284693	4.20474722351942	2.61374104370478e-05	0.000108148270721408	PMNs_IFN_B1a_PMNs_IFN_y
ETV7	11.9124295143587	2.90429762694773	1.17814689583155	2.46514049922259	0.0136959535590487	0.0264202347372189	PMNs_IFN_B1a_PMNs_IFN_y
FFAR2	77.5422082204964	1.90941113746292	1.01107903840298	1.88848850083855	0.0589604002197238	0.093517745904062	PMNs_IFN_B1a_PMNs_IFN_y
GBP5	62.1939395882843	2.55488547195388	0.839901048556525	3.04188865622298	0.002350988405795	0.00543487603121031	PMNs_IFN_B1a_PMNs_IFN_y
GIMAP4	17.4605435395351	1.74213254307543	0.589133551357288	2.95710970638454	0.0031053760859219	0.00700857606743638	PMNs_IFN_B1a_PMNs_IFN_y
IFI16	45.0111022147483	1.54614586933196	0.401091601287793	3.85484478948878	0.000115803073879426	0.000410705311709022	PMNs_IFN_B1a_PMNs_IFN_y
IRF1	133.769933549717	2.31466394268656	0.491548593845048	4.70892190857578	2.49030450211135e-06	1.32893819692111e-05	PMNs_IFN_B1a_PMNs_IFN_y
NLRC5	10.0536054032067	1.52996525745831	0.497840279609988	3.07320504210084	0.00211772923908067	0.00497622796508256	PMNs_IFN_B1a_PMNs_IFN_y
PSMB9	19.9783300903415	2.05437508057309	0.525348017625277	3.91050315533587	9.21040569840831e-05	0.000332857066695642	PMNs_IFN_B1a_PMNs_IFN_y
SECTM1	145.351924264326	2.0798451224857	0.392072629262543	5.30474449695128	1.12830920958422e-07	9.20377940960841e-07	PMNs_IFN_B1a_PMNs_IFN_y
TAP1	124.972183565644	1.5564357898789	0.475824214196224	3.27103107291015	0.00107156135843317	0.00281963841320433	PMNs_IFN_B1a_PMNs_IFN_y
FCGR1A	4.42337561138828	2.90803302588871	0.844901219361792	3.44186155641406	0.000577725842606429	0.00163307651548649	PMNs_IFN_B1a_PMNs_IFN_y
TIFA	37.8404462821432	2.33674538961992	0.56462424825063	4.13858490289753	3.49454552650958e-05	0.000139537447247341	PMNs_IFN_B1a_PMNs_IFN_y
LIMK2	73.5961326606015	1.71360022130029	0.728411772423131	2.35251582439399	0.0186468963355821	0.0339088465210744	PMNs_IFN_B1a_PMNs_IFN_y
CD69	5.65019963318131	3.39647105492121	1.02570822068706	3.31134233539254	0.000928495450679456	0.00250080614310363	PMNs_IFN_B1a_PMNs_IFN_y
FCGR1B	2.75515610377938	2.65204648328447	0.80206840724368	3.3065090949016	0.000944662837723383	0.00253240601098616	PMNs_IFN_B1a_PMNs_IFN_y
P2RY14	3.51696887512681	4.43659948606795	0.90352280544163	4.91033481318649	9.09210189914352e-07	5.29754100450097e-06	PMNs_IFN_B1a_PMNs_IFN_y
ZNF200	6.20903815304437	1.5336703420394	0.381510275477383	4.01999746958407	5.81987665215747e-05	0.000223030172374625	PMNs_IFN_B1a_PMNs_IFN_y
FANCA	1.78527610129515	1.86864416360145	0.711545855117814	2.62617531977901	0.00863503286020417	0.0213998640448538	PMNs_IFN_B1a
TREX1	11.4359402337099	2.24602736955701	0.548773648164622	4.09281199465184	4.26173250666195e-05	0.00029267319624064	PMNs_IFN_B1a
LYSMD2	23.663886370726	1.59870982682826	0.641444234632049	2.49235980388119	0.012689741610033	0.0932529432030227	PMNs_IFN_lambda2
PTK2B	130.730092227402	1.98179184628725	0.756104621098797	2.62105506432065	0.00876581022175257	0.0851147090049871	PMNs_IFN_lambda2
RAB24	18.1885980644156	1.88950047877866	0.536118780158385	3.52440643511956	0.000424432679590844	0.0391922594308571	PMNs_IFN_lambda2
MAML2	19.099316187418	1.77869095360833	0.748163937839786	2.37740803004224	0.0174347901551002	0.097883893299348	PMNs_IFN_lambda2
MYD88	92.1944365724594	1.84885112360774	0.659177132763517	2.80478650079481	0.00503499182932979	0.0740327189277597	PMNs_IFN_lambda2
CEBPD	19.017812396975	1.96530601776627	0.742458848381858	2.64702349773261	0.00812037103104258	0.0839817319789404	PMNs_IFN_lambda2
BRSK1	21.6049477081448	2.53406678629655	0.812622211703613	3.11838237965959	0.00181846708461985	0.00587397952802604	PMNs_IL_4_PMNs_IL_13
CASP10	7.43302449874053	2.29030850832558	0.295237102007429	7.75752265807007	8.66044095293595e-15	2.47255589206321e-12	PMNs_IL_4_PMNs_IL_13
CSRNP1	93.5885719827011	1.89442326935949	0.57903958482703	3.27166452691726	0.00106916359118412	0.00369995400343111	PMNs_IL_4_PMNs_IL_13
DAPP1	23.0583239305155	1.56728850243676	0.515358025679557	3.04116444169102	0.00235665084422246	0.00715770017048418	PMNs_IL_4_PMNs_IL_13
FAM26F	15.763074942372	1.95419514378602	0.625397012559513	3.12472734045888	0.0017796993955127	0.00580690488478715	PMNs_IL_4_PMNs_IL_13
FRAT1	10.4628904522992	2.46017748792293	0.693312280602165	3.5484406619571	0.000387519302166572	0.00164639410121866	PMNs_IL_4_PMNs_IL_13
GADD45B	198.855951061269	1.72229742212519	0.843160268459875	2.0426690945378	0.0410852061997334	0.0740052136910024	PMNs_IL_4_PMNs_IL_13
IER2	31.6025503364524	1.69787976605324	0.435099205020898	3.90228193124758	9.52900749393172e-05	0.000544106327903501	PMNs_IL_4_PMNs_IL_13
IFITM1	232.905024608202	2.20402769373439	1.06622631226933	2.06712934052752	0.0387219680623422	0.0702061429767106	PMNs_IL_4_PMNs_IL_13
LMNB1	10.9845051351721	2.09630336025406	0.749115587099364	2.79837103426337	0.0051361075486385	0.0136358929076165	PMNs_IL_4_PMNs_IL_13
MNDA	31.2855974162111	1.59789188979477	0.678015059674349	2.35672035155419	0.0184371254438296	0.0391360543807684	PMNs_IL_4_PMNs_IL_13
NOD2	21.2495269637386	2.08091746172473	0.505645311753748	4.11536983208132	3.86559101394547e-05	0.000248005895389086	PMNs_IL_4_PMNs_IL_13
PARP8	4.21153655748197	1.60594841042358	0.445437520887509	3.60532809904253	0.000311758800451345	0.00138654226911379	PMNs_IL_4_PMNs_IL_13
SH2B2	5.55334450476573	1.6077699172991	0.601595299036098	2.67251077239989	0.0075285957223447	0.0186905572063427	PMNs_IL_4_PMNs_IL_13
SOCS1	7.88799889132094	1.67158820177319	0.435783245290923	3.8358248506256	0.000125143572406556	0.000661638702260588	PMNs_IL_4_PMNs_IL_13
ZNF107	12.7498132163361	1.96182112434988	0.772990890120712	2.53796150695064	0.0111500247585618	0.0255386869975405	PMNs_IL_4_PMNs_IL_13
ZNF124	7.60221532954178	1.73642024580301	0.617765619216281	2.81080751629703	0.00494173397936475	0.0133731284465274	PMNs_IL_4_PMNs_IL_13
TLE3	73.4074644264199	1.96354874532979	0.671564718721509	2.92384142673233	0.00345740826927086	0.00983440942300603	PMNs_IL_4_PMNs_IL_13
C10orf128	32.1251081286755	2.05599787826004	0.599543188677801	3.42927401576227	0.000605198183897722	0.00236690522606575	PMNs_IL_4_PMNs_IL_13
SLA	146.090645673759	2.39965263327134	0.540006824388598	4.44374501375655	8.84063730569567e-06	6.82162689398949e-05	PMNs_IL_4_PMNs_IL_13
SEMA4D	58.5684530038843	1.70168584457384	0.320295129711725	5.31286831025315	1.07913024445011e-07	1.76052391308861e-06	PMNs_IL_4_PMNs_IL_13
HCAR2	124.311622889974	3.03533302970047	0.942899668626104	3.21914741376805	0.00128572369676551	0.00434407237191187	PMNs_IL_4_PMNs_IL_13
FPR1	276.111639039566	2.13055368064833	0.772366810377066	2.75847389093299	0.00580719439597834	0.0149365225229893	PMNs_IL_4_PMNs_IL_13
LINC01506	11.9923371069215	2.46654754871079	0.935393400496908	2.63690929121425	0.00836652007489798	0.0203288636713479	PMNs_IL_4_PMNs_IL_13
BMP6	7.93234398862464	2.10713612942747	0.807632688090578	2.60902779258379	0.00907998674238899	0.0215131636095606	PMNs_IL_4_PMNs_IL_13
CAMK1G	17.3575321208383	1.54054839400337	0.802593778805037	1.91946216714644	0.0549258698401354	0.0933968572142875	PMNs_IL_4_PMNs_IL_13
CISH	59.1270851190532	1.60516212976968	0.73743052878281	2.17669606439962	0.0295032521434278	0.0567561091914808	PMNs_IL_4_PMNs_IL_13
ERI1	20.2521624106555	2.49673887117766	0.486605225648048	5.1309331252096	2.88309335489758e-07	4.11561576411629e-06	PMNs_IL_4_PMNs_IL_13
MAP2K6	2.84868757212419	2.96018982648722	0.641039886459758	4.61779350866188	3.87841894635499e-06	3.51520193391857e-05	PMNs_IL_4_PMNs_IL_13
RHOH	30.6288520402736	3.60111920675793	0.604491335762675	5.95727183122397	2.56483433897243e-09	8.61482592678385e-08	PMNs_IL_4_PMNs_IL_13
NFXL1	12.5215609764578	3.10744524379854	0.821252224004347	3.78378913684633	0.000154458697856556	0.000773648390141172	PMNs_IL_4_PMNs_IL_13
ASF1B	3.32667417675933	2.96400955750428	0.565339756989269	5.24288186150075	1.58087765811105e-07	2.37547669153002e-06	PMNs_IL_4_PMNs_IL_13
BCL9	3.82401898434605	3.31336702884445	0.486079285776005	6.81651558871677	9.32751101100008e-12	1.06404903574118e-09	PMNs_IL_4_PMNs_IL_13
C1RL	6.67608819722107	2.79313859126225	0.486481974919626	5.74150479413697	9.38389016626102e-09	2.43554603860684e-07	PMNs_IL_4_PMNs_IL_13
CLEC4A	145.975454435472	2.26605378688764	0.551870731352601	4.10613148723015	4.02340513567191e-05	0.000255262703607629	PMNs_IL_4_PMNs_IL_13
INHBB	1.77563351433133	5.61464792368044	1.1880442131664	4.72595873239108	2.29032162382339e-06	2.21395921989115e-05	PMNs_IL_4_PMNs_IL_13
MTMR10	30.386869493363	2.16352350931584	0.474812631698009	4.55658372351787	5.19923205405198e-06	4.49812348918739e-05	PMNs_IL_4_PMNs_IL_13
NEK9	13.3263752694911	2.56968996834043	0.513935412541727	5.00002511138847	5.73228481263117e-07	7.61194099537767e-06	PMNs_IL_4_PMNs_IL_13
OXER1	3.34692526388713	5.40399729854684	0.652989363706018	8.27578150412228	1.27615821619962e-16	7.28686341449982e-14	PMNs_IL_4_PMNs_IL_13
RIPK2	81.0211348549147	2.22959793108191	0.393322107583777	5.66863109927532	1.43942909774195e-08	3.28765605924262e-07	PMNs_IL_4_PMNs_IL_13
RNF24	52.6885382246771	1.96196263454043	0.288931048731278	6.79041814009115	1.11809005506954e-11	1.06404903574118e-09	PMNs_IL_4_PMNs_IL_13
SUCNR1	7.64314008254425	3.87743329353353	0.819687288679602	4.73038114300823	2.24098700391169e-06	2.21307389510148e-05	PMNs_IL_4_PMNs_IL_13
SYN2	3.48118637918918	4.22655648496392	0.741740895914671	5.69815754833362	1.2110910891688e-08	3.00666526919732e-07	PMNs_IL_4_PMNs_IL_13
WDR25	3.84027339304032	2.45373462410012	0.386239065887031	6.35289084097412	2.11305669759346e-10	1.00546281193822e-08	PMNs_IL_4_PMNs_IL_13
FLJ23867	15.4785485437688	2.24190021824423	0.459526527476323	4.87871773269879	1.06777746050047e-06	1.27021027072035e-05	PMNs_IL_4_PMNs_IL_13
INAFM2	36.0648473227844	3.43422925377375	0.621447313013083	5.52617926228197	3.27279735276112e-08	6.92136032750592e-07	PMNs_IL_4_PMNs_IL_13
